Víctimas por hecho victimizante Corte SEPTIEMBRE DE 2025

FECHA_CORTE,NOM_RPT,PARAM_HECHO,HECHO,SEXO,ETNIA,DISCAPACIDAD,CICLO_VITAL,PER_OCU,PER_SA,EVENTOS
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","1","Acto terrorista / Atentados / Combates / Enfrentamientos / Hostigamientos","Hombre","Afrocolombiano (Acreditado RA)","Auditiva","entre 29 y 59","4","4","4",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Auditiva","entre 18 y 28","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Auditiva","entre 29 y 59","11","11","12",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Auditiva","entre 60 y 110","3","3","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Fisica","entre 18 y 28","4","4","4",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Fisica","entre 29 y 59","40","40","52",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Fisica","entre 60 y 110","20","18","25",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Intelectual","entre 60 y 110","6","6","6",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Intelectual","entre 29 y 59","7","6","9",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Multiple","entre 12 y 17","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Multiple","entre 18 y 28","3","3","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Multiple","entre 29 y 59","48","47","53",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Multiple","entre 60 y 110","8","7","8",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Ninguna","entre 0 y 5","8","7","8",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Ninguna","entre 6 y 11","12","12","12",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Ninguna","entre 12 y 17","27","26","27",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Ninguna","entre 18 y 28","188","187","193",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Ninguna","entre 29 y 59","954","944","1033",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Ninguna","ND","1","0","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Ninguna","entre 60 y 110","128","122","134",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Por Establecer","entre 18 y 28","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Por Establecer","entre 60 y 110","5","5","5",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Por Establecer","entre 29 y 59","21","21","24",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Psicosocial (Mental)","entre 18 y 28","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Psicosocial (Mental)","entre 29 y 59","6","6","9",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Psicosocial (Mental)","entre 60 y 110","6","5","9",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Visual","entre 12 y 17","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Visual","entre 60 y 110","4","4","4",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena","Visual","entre 29 y 59","11","11","11",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Auditiva","entre 18 y 28","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Auditiva","entre 29 y 59","8","8","8",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Auditiva","entre 60 y 110","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Fisica","entre 18 y 28","4","4","5",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Fisica","entre 29 y 59","23","23","30",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Fisica","entre 60 y 110","13","12","15",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Intelectual","entre 12 y 17","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Intelectual","entre 18 y 28","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Intelectual","entre 29 y 59","5","5","5",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Intelectual","entre 60 y 110","3","3","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Multiple","entre 60 y 110","9","9","10",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Multiple","entre 29 y 59","19","18","19",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Ninguna","entre 6 y 11","11","11","11",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Ninguna","entre 12 y 17","29","29","29",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Ninguna","entre 18 y 28","214","211","223",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Ninguna","entre 60 y 110","93","88","100",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Ninguna","entre 29 y 59","1087","1071","1178",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Por Establecer","entre 60 y 110","4","4","4",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Por Establecer","entre 29 y 59","16","16","19",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 18 y 28","2","2","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 60 y 110","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Psicosocial (Mental)","entre 29 y 59","12","12","18",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Visual","entre 18 y 28","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Visual","entre 60 y 110","7","7","7",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Indigena (Acreditado RA)","Visual","entre 29 y 59","13","13","14",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Auditiva","entre 18 y 28","6","6","6",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Auditiva","entre 60 y 110","11","11","11",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Auditiva","entre 29 y 59","46","45","48",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Fisica","entre 6 y 11","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Fisica","entre 12 y 17","2","1","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Fisica","entre 18 y 28","14","14","14",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Fisica","entre 60 y 110","109","102","117",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Fisica","entre 29 y 59","239","229","267",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Intelectual","entre 6 y 11","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Intelectual","entre 12 y 17","2","2","2",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Intelectual","entre 18 y 28","6","6","7",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Intelectual","entre 60 y 110","13","11","14",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Intelectual","entre 29 y 59","63","63","72",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Multiple","entre 6 y 11","1","1","1",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Multiple","entre 12 y 17","3","3","3",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Multiple","entre 18 y 28","15","14","18",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Multiple","entre 29 y 59","208","204","246",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Multiple","entre 60 y 110","68","63","76",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 0 y 5","14","14","14",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 6 y 11","58","58","59",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 12 y 17","137","130","140",
"30/09/2025 12:00:00 a. m.","REPORTE VICTIMAS POR HECHO, CIFRA NACIONAL (SEXO, ETNIA, DISCAPACIDAD, CICLO_VITAL) personas: (Ocurrencia, Sujetos Atención y Eventos)","3","Delitos contra la libertad y la integridad sexual en desarrollo del conflicto armado","Mujer","Negro(a) o Afrocolombiano(a)","Ninguna","entre 18 y 28","1019","995","1062",
